Policy Number,Age,Years of Driving Experience,Number of Vehicles,Gender,Married,Vehicle Age,Losses,Fuel_type_D,Income
124286,25,6,3,1,Married,13,165.8405147,0,7943.025735
158126,37,18,3,1,Single,14,165.7243499,0,7832.217495
186511,22,5,3,0,Married,14,165.7234505,0,7971.172525
135624,47,27,3,0,Married,11,165.7161892,0,8057.80946
163581,69,51,4,0,Single,9,165.7078246,0,7754.39123
105910,43,23,4,1,Single,15,165.679963,0,7929.99815
179121,67,48,1,1,Married,14,165.6764223,0,7854.821115
160393,62,43,3,1,Single,5,165.6664059,0,7733.320295
189401,61,43,2,1,Single,12,165.6591786,0,7736.95893
188208,21,2,2,1,Married,15,165.62476,0,7985.238
130239,49,32,4,0,Married,11,165.6106937,0,7894.534685
180015,49,31,1,0,Single,12,165.6043454,0,7958.21727
106044,28,8,4,0,Single,11,165.5921294,0,7789.60647
136102,38,18,3,0,Married,11,165.5710814,0,7946.55407
177585,18,1,1,1,Married,12,165.552408,0,8037.6204
142074,19,1,3,1,Single,12,165.5362405,0,7773.812025
113880,43,24,3,1,Married,14,165.5358994,0,7863.79497
186539,23,6,2,1,Married,14,165.4759298,0,8001.79649
167773,68,47,3,0,Single,7,165.4354244,0,7929.77122
113506,61,44,2,1,Married,5,165.3805781,0,7698.028905
194881,17,0,4,1,Married,15,165.3738542,0,7713.69271
124306,63,44,3,1,Married,10,165.2589847,0,7729.949235
187965,49,30,3,1,Single,14,165.2570255,0,7821.851275
183153,62,44,4,0,Single,2,165.1976018,0,7877.88009
136908,57,39,3,0,Married,12,165.1423676,0,7932.11838
173656,60,39,2,1,Single,14,165.0434016,0,7873.17008
113400,64,43,1,0,Single,0,164.9924266,0,7941.62133
163352,65,44,2,0,Single,2,164.9241647,0,8023.208235
153400,69,52,4,1,Single,8,164.9225449,0,7769.127245
135472,41,22,2,1,Married,15,164.8625721,0,7662.128605
160639,68,50,2,0,Married,11,164.8240283,0,7799.201415
199766,19,2,2,1,Married,11,164.8102033,0,7824.510165
136723,69,50,3,1,Single,1,164.7885931,0,7759.429655
168535,50,32,2,1,Married,11,164.7838719,0,7722.193595
195834,66,45,4,0,Married,9,164.7761872,0,7773.80936
157379,51,31,4,0,Single,13,164.7506686,0,7723.53343
101747,27,10,3,1,Single,13,164.717481,0,7820.87405
124281,46,28,2,1,Single,12,164.6822683,0,7732.113415
187457,26,9,3,0,Married,12,164.6698998,0,7703.49499
116936,24,6,3,1,Single,13,164.5682304,0,7772.41152
193993,18,0,2,0,Married,15,164.5270118,0,8009.35059
116031,24,5,3,1,Married,11,164.4273179,0,7633.365895
123461,20,2,1,1,Married,12,164.3226813,0,8007.134065
194448,60,43,4,1,Married,10,164.2509223,0,7929.546115
180713,70,51,3,1,Single,10,164.1767484,0,7960.83742
136674,41,22,2,1,Married,14,164.1363746,0,7951.81873
143596,68,51,1,0,Married,3,164.0909204,0,7691.54602
139692,68,49,3,1,Married,9,163.9798518,0,7716.99259
197334,51,34,3,1,Married,11,163.9311136,0,7639.55568
133359,54,33,2,0,Single,12,163.907041,0,7907.35205
133010,43,22,3,0,Married,11,163.9059855,0,7721.299275
163137,67,48,3,0,Married,10,163.8980662,0,7690.90331
121740,60,43,3,0,Married,0,163.8877602,0,7881.38801
160369,67,48,4,0,Married,9,163.8689268,0,7760.44634
187338,19,1,3,0,Married,12,163.8360284,0,7749.80142
102772,23,6,4,1,Married,14,163.7824754,0,7876.12377
179195,18,0,3,1,Married,12,163.7183516,0,7591.91758
150600,61,43,2,0,Single,12,163.6062869,0,7756.314345
106322,17,0,2,1,Married,14,163.4888262,0,7888.44131
195165,67,47,4,1,Single,7,163.1749036,0,7834.74518
117465,56,36,3,1,Single,14,163.0612602,0,7863.06301
119505,69,49,3,1,Married,11,162.9468688,0,7926.34344
192817,44,27,3,1,Single,11,162.9210878,0,7793.05439
151779,70,52,3,0,Single,12,162.8552724,0,7836.76362
169103,69,49,4,1,Married,7,162.843711,0,7772.18555
109752,45,27,2,1,Married,11,162.6375943,0,7679.879715
146052,68,49,3,1,Single,9,162.6360826,0,7770.80413
181811,60,41,2,0,Single,7,162.5575411,0,7673.877055
175469,70,52,1,0,Married,15,162.5111147,0,7910.555735
164569,37,18,3,1,Single,15,162.4271008,0,7792.35504
163118,48,30,2,1,Married,13,162.4063403,0,7743.317015
188455,54,34,3,1,Single,14,162.3829021,0,7723.145105
138553,60,42,1,0,Married,13,162.3570971,0,7588.854855
107405,35,15,1,0,Single,14,162.1912987,0,7893.564935
187079,23,4,4,1,Married,15,162.1769788,0,7643.84894
109954,48,29,2,0,Married,14,162.1766053,0,7616.830265
132545,67,46,1,1,Married,5,162.0948232,0,7798.74116
140592,21,4,3,0,Married,13,162.0895478,0,7575.47739
103809,61,41,3,1,Married,10,162.04085,0,7525.0425
124865,67,48,1,1,Married,0,162.021823,0,7748.09115
129655,69,50,1,0,Single,15,161.9476996,0,7527.38498
179665,63,44,3,0,Married,7,161.9351747,0,7781.758735
111646,60,42,1,0,Married,13,161.9238698,0,7685.19349
174642,60,42,3,1,Married,1,161.7843451,0,7886.217255
168648,42,21,2,1,Single,11,161.718722,0,7549.9361
198392,67,47,4,1,Married,11,161.6531642,0,7595.65821
120056,61,40,4,1,Married,13,161.6488695,0,7793.443475
197835,69,48,2,1,Married,2,161.6239766,0,7671.19883
170242,41,23,3,0,Married,11,161.5843569,0,7744.217845
173214,20,1,1,1,Married,13,161.5795211,0,7831.976055
102591,69,51,2,0,Married,11,161.4997804,0,7852.98902
115899,69,51,1,0,Single,12,161.4972836,0,7850.86418
148492,16,0,3,0,Married,11,161.229285,0,7668.46425
132989,18,0,2,1,Married,12,161.2216649,0,7580.083245
176775,27,8,1,1,Married,15,161.1440266,0,7503.20133
140483,62,42,2,1,Single,12,161.0879016,0,7680.39508
144420,43,26,2,1,Single,15,161.068729,0,7664.43645
138566,67,49,1,0,Single,13,161.0657087,0,7495.285435
185770,53,32,2,0,Married,11,161.021328,0,7512.0664
176917,49,29,2,1,Married,15,161.0206519,0,7582.032595
166214,65,47,4,0,Single,2,161.0202216,0,7836.01108
162185,64,44,3,1,Married,9,160.9837229,0,7836.186145
110177,23,5,3,1,Married,11,160.8956892,0,7695.78446
127004,64,45,2,1,Single,10,160.6994065,0,7530.970325
161005,61,43,2,0,Single,7,160.655388,0,7504.7694
155004,65,46,2,1,Married,0,160.5910585,0,7675.552925
113260,67,50,2,0,Married,1,160.5817889,0,7453.089445
198197,25,6,4,1,Married,15,160.5397728,0,7478.98864
174916,69,50,2,1,Single,6,160.4764846,0,7681.82423
116978,64,44,4,0,Married,3,160.4725396,0,7636.62698
153590,63,46,2,1,Single,8,160.393469,0,7707.67345
136609,63,42,1,1,Married,7,160.2682984,0,7483.41492
114029,68,51,2,0,Married,15,160.226286,0,7565.3143
194432,56,38,3,0,Married,12,160.0331819,0,7663.659095
117382,47,27,2,1,Married,11,159.9424657,0,7742.123285
177864,16,0,2,0,Married,11,159.8900168,0,7791.50084
148403,70,49,3,1,Married,11,159.7829766,0,7527.14883
148442,46,26,3,0,Married,13,159.7145116,0,7405.72558
171130,69,49,2,1,Single,15,159.6179518,0,7530.89759
107640,55,36,4,1,Married,14,159.5991093,0,7657.955465
121722,70,49,3,1,Single,8,159.5136816,0,7460.68408
170934,40,22,1,0,Married,13,159.4855752,0,7418.27876
107023,61,41,1,0,Married,9,159.4451332,0,7713.25666
123001,16,0,3,1,Married,13,159.4404343,0,7529.021715
184138,48,29,2,1,Single,11,159.3969869,0,7644.849345
160508,28,11,1,1,Married,14,159.3673423,0,7393.367115
197104,56,39,3,1,Married,14,159.3118041,0,7552.590205
114170,18,0,1,1,Married,12,159.3039355,0,7668.196775
171559,68,50,1,0,Married,0,159.269216,0,7646.4608
125396,68,48,1,0,Single,10,159.1670464,0,7584.35232
170150,53,33,1,0,Married,11,159.1531007,0,7417.655035
155572,65,44,3,0,Single,12,159.0713667,0,7476.568335
169561,18,0,4,1,Married,12,158.9961809,0,7374.809045
122380,61,43,3,1,Married,2,158.9756726,0,7510.78363
182797,66,47,2,0,Married,15,158.9727499,0,7400.637495
130070,18,1,4,1,Married,14,158.9726986,0,7370.63493
154849,70,53,1,1,Single,9,158.83813,0,7475.9065
155676,66,46,3,1,Single,6,158.835418,0,7520.7709
174985,69,48,3,0,Single,7,158.6079375,0,7614.396875
131588,61,43,2,1,Married,6,158.5958011,0,7520.790055
178435,35,17,3,1,Married,13,158.5750712,0,7573.75356
187544,46,26,2,0,Married,14,158.5565828,0,7723.82914
118015,65,47,3,0,Single,10,158.4413402,0,7670.06701
141262,18,0,2,1,Married,14,158.3725387,0,7613.626935
122584,59,38,1,1,Married,15,158.3517998,0,7483.58999
102619,69,48,2,1,Single,12,158.2984678,0,7666.92339
150080,63,42,3,1,Single,0,158.1009031,0,7365.045155
152876,18,0,3,1,Married,14,158.0440421,0,7354.202105
139879,22,5,1,0,Married,14,157.9683334,0,7397.41667
132978,60,40,3,0,Single,11,157.9560016,0,7534.80008
165149,70,53,2,0,Married,8,157.8844554,0,7458.22277
137161,61,44,3,0,Married,9,157.8614352,0,7369.07176
100526,69,48,4,1,Married,9,157.8040424,0,7662.20212
125441,66,48,2,0,Single,7,157.7540557,0,7459.702785
194939,70,50,2,1,Single,7,157.7522036,0,7586.61018
148945,64,43,2,0,Single,13,157.6960164,0,7644.80082
145208,64,46,3,0,Single,9,157.4779452,0,7633.89726
163645,30,13,3,1,Married,11,157.4228629,0,7398.143145
188199,60,41,4,1,Single,6,157.3960444,0,7318.80222
189185,23,6,3,1,Married,15,157.395913,0,7607.79565
155201,67,48,2,0,Single,10,157.375481,0,7570.77405
121376,70,52,1,0,Married,15,157.3571743,0,7527.858715
156780,67,49,1,1,Single,14,157.3049769,0,7589.248845
174611,64,43,2,0,Single,14,157.256396,0,7304.8198
198468,32,15,3,0,Married,13,157.1967172,0,7418.83586
199708,61,40,3,1,Single,8,157.1944975,0,7592.724875
132412,65,48,3,0,Single,3,157.119858,0,7397.9929
161838,49,28,1,0,Married,15,157.064147,0,7536.20735
126128,66,48,2,1,Married,13,157.0376403,0,7554.882015
124776,46,28,3,0,Single,11,157.0372217,0,7380.861085
100462,60,39,3,0,Single,14,157.0194721,0,7251.973605
125744,28,9,2,1,Single,12,156.9877317,0,7300.386585
152105,63,45,3,1,Married,6,156.9771093,0,7471.855465
171431,39,20,2,1,Married,12,156.9707169,0,7577.535845
148214,70,51,3,1,Married,7,156.8181207,0,7327.906035
186340,63,42,3,0,Single,8,156.799638,0,7422.9819
154125,59,42,2,1,Married,12,156.7735468,0,7603.67734
165214,70,53,1,0,Married,0,156.7486616,0,7271.43308
106829,54,35,3,1,Single,14,156.7126802,0,7342.63401
112321,69,51,2,1,Married,4,156.703677,0,7289.18385
135522,62,43,1,1,Single,9,156.6812854,0,7329.06427
142500,20,3,1,1,Single,14,156.6693023,0,7475.465115
198926,20,1,3,1,Married,14,156.6293566,0,7232.46783
191302,68,48,2,0,Single,9,156.5890344,0,7443.45172
180041,68,51,3,0,Married,1,156.5496923,0,7464.484615
177486,29,10,2,0,Married,12,156.545439,0,7411.27195
165076,68,49,3,1,Single,13,156.5367839,0,7623.839195
116469,61,41,2,1,Married,7,156.5355798,0,7444.77899
185584,39,21,1,1,Married,13,156.5256279,0,7370.281395
161753,17,0,3,1,Married,12,156.3794748,0,7481.97374
119548,63,46,3,0,Single,4,156.3483341,0,7591.416705
111879,41,24,2,0,Married,11,156.1142015,0,7533.710075
101976,70,53,1,1,Single,10,156.106545,0,7225.32725
146898,62,42,3,0,Single,8,156.103407,0,7254.17035
187832,65,44,2,1,Married,11,156.075533,0,7270.77665
159482,57,39,3,1,Married,14,156.0504168,0,7541.52084
137119,21,3,3,0,Married,15,156.0473375,0,7283.366875
109661,46,27,3,0,Married,14,156.0179153,0,7501.895765
112786,47,30,1,0,Single,15,155.9301797,0,7420.508985
126485,65,45,1,1,Married,6,155.8039596,0,7402.19798
112285,54,36,2,1,Married,12,155.7420185,0,7250.100925
128861,68,49,1,1,Married,9,155.7208447,0,7585.042235
193125,63,46,4,1,Single,12,155.7034451,0,7496.172255
109204,20,2,3,1,Married,11,155.7032293,0,7370.161465
191823,44,25,3,1,Married,14,155.6652916,0,7465.26458
148935,65,47,3,0,Single,6,155.5908324,0,7549.54162
199250,69,51,3,0,Single,13,155.5790104,0,7314.95052
133864,24,6,2,0,Married,15,155.5642248,0,7216.21124
137592,66,47,1,1,Single,12,155.5223241,0,7302.116205
102090,66,49,2,1,Single,6,155.4935516,0,7252.67758
110303,23,6,3,1,Married,14,155.4213447,0,7524.067235
169329,68,51,3,0,Single,3,155.4189571,0,7474.947855
189286,18,0,2,1,Married,13,155.371894,0,7523.5947
145072,30,9,2,1,Married,11,155.2510028,0,7522.55014
194050,60,40,2,1,Married,13,155.1971736,0,7510.85868
125738,64,47,2,0,Married,1,155.1176981,0,7476.884905
152542,68,50,2,0,Married,12,154.8628105,0,7247.140525
135972,21,4,3,1,Married,14,154.8437996,0,7538.18998
117381,70,53,2,1,Married,12,154.7307542,0,7360.53771
177053,70,53,4,0,Single,5,154.5567899,0,7286.839495
140940,18,0,3,1,Married,15,154.4916574,0,7432.58287
194922,68,51,3,1,Married,6,154.4412287,0,7287.061435
168400,44,27,2,0,Married,11,154.3197842,0,7233.98921
189683,62,43,2,0,Married,0,154.3180839,0,7125.904195
101316,17,0,2,1,Married,15,154.2538357,0,7252.691785
190055,16,0,3,1,Married,11,154.2308605,0,7333.543025
108988,19,0,3,1,Married,13,154.199217,0,7447.96085
132573,68,50,4,0,Single,8,154.1986373,0,7151.931865
143462,28,8,1,0,Married,14,154.1620196,0,7470.10098
104303,70,52,2,0,Married,7,154.1280993,0,7455.404965
141310,34,16,3,1,Married,14,153.9872357,0,7331.361785
183081,68,50,1,1,Married,6,153.9380961,0,7399.904805
177535,22,5,2,1,Married,12,153.8491847,0,7151.459235
198193,63,44,1,1,Single,0,153.8388035,0,7115.940175
194121,66,45,2,1,Married,8,153.7567657,0,7348.838285
150790,70,50,1,0,Married,5,153.752197,0,7088.60985
198363,21,3,2,1,Married,14,153.7438074,0,7340.19037
196394,27,7,2,1,Married,14,153.7026157,0,7451.130785
157760,26,9,2,0,Married,15,153.6713242,0,7339.56621
145440,39,22,1,0,Married,14,153.61885,0,7153.9425
141582,62,41,3,0,Single,12,153.5149829,0,7285.749145
119952,41,20,3,1,Married,13,153.4046273,0,7377.231365
182664,61,42,3,1,Single,7,153.2983699,0,7178.918495
158152,63,43,1,0,Married,13,153.2763754,0,7211.81877
134444,67,49,4,0,Married,14,153.2302241,0,7414.511205
192469,64,44,4,1,Married,2,153.1984942,0,7379.92471
107757,69,48,2,1,Married,12,153.1905641,0,7104.528205
108903,70,51,2,0,Married,2,153.182301,0,7201.11505
131121,70,53,1,1,Single,14,153.1615919,0,7431.079595
181341,64,46,2,1,Married,9,153.1456789,0,7246.283945
106999,65,45,1,1,Married,4,153.1137653,0,7336.688265
191288,68,48,3,0,Single,7,153.110499,0,7111.52495
186249,66,47,2,0,Single,14,153.0128534,0,7156.64267
185663,42,23,4,1,Single,13,152.877192,0,7153.8596
159832,57,40,3,1,Married,12,152.8377247,0,7285.886235
189047,68,51,1,0,Married,2,152.8376727,0,7246.883635
153308,66,47,2,0,Married,4,152.8192257,0,7052.961285
101331,37,16,3,1,Married,12,152.6981784,0,7160.90892
109540,32,11,3,0,Married,11,152.6720974,0,7308.60487
173154,69,52,1,0,Single,8,152.6024359,0,7360.121795
182783,66,45,4,1,Single,11,152.4554771,0,7319.773855
113320,66,46,2,1,Single,4,152.4283968,0,7413.41984
161908,22,5,4,0,Married,13,152.4110337,0,7313.551685
115139,69,52,1,0,Single,9,152.3553777,0,7042.768885
180770,25,8,3,0,Married,13,152.287053,0,7114.35265
106246,69,48,1,0,Single,13,152.279689,0,7380.98445
140706,66,49,1,0,Married,9,152.1838825,0,7243.194125
133592,64,45,4,1,Married,7,152.1742871,0,7264.714355
107827,64,46,3,0,Married,13,152.1678633,0,7115.393165
134137,61,40,2,1,Single,5,152.1417303,0,7280.086515
159297,60,40,1,0,Married,13,152.0660029,0,7401.300145
164279,57,37,2,0,Single,12,152.0623207,0,7008.116035
142662,69,48,2,0,Married,7,152.0255922,0,7029.27961
125382,64,46,2,1,Married,14,152.0243906,0,7080.21953
107057,60,42,4,1,Single,5,151.9905867,0,7011.529335
103619,69,50,4,1,Single,1,151.9653298,0,7087.26649
174138,59,41,3,0,Married,15,151.8233735,0,7151.168675
182169,63,45,3,1,Single,15,151.7419694,0,7279.09847
174933,66,48,3,1,Married,7,151.6493063,0,6989.465315
195442,42,23,4,1,Married,11,151.6055874,0,7028.27937
187652,29,8,3,1,Single,15,151.5827388,0,7022.13694
104122,25,8,3,0,Married,13,151.5064785,0,7312.323925
106384,37,16,3,1,Married,15,151.5045773,0,7012.228865
126985,69,52,1,1,Married,3,151.4867587,0,7232.337935
158709,56,37,3,0,Married,14,151.4752513,0,7268.762565
155723,51,31,2,1,Married,14,151.429648,0,7046.4824
187281,21,2,3,1,Married,14,151.4183442,0,7343.91721
138897,67,50,3,0,Married,15,151.3785083,0,7053.925415
113399,60,42,1,0,Married,15,151.2964501,0,7216.822505
178596,65,44,1,1,Married,8,151.2848344,0,7229.24172
168283,70,52,2,0,Married,10,151.2817751,0,7241.088755
141654,34,13,1,1,Married,12,151.2591629,0,7143.958145
111950,65,47,2,1,Married,0,151.1795166,0,7049.97583
198489,24,6,3,1,Married,14,151.1045358,0,7234.22679
144963,60,39,3,0,Married,10,151.0873866,0,6955.36933
170930,60,42,2,1,Married,10,150.919353,0,7169.96765
134417,68,50,2,0,Married,3,150.864178,0,7023.2089
113022,64,47,3,0,Single,8,150.8323571,0,7270.617855
124160,64,47,3,0,Single,11,150.7902049,0,6994.510245
158610,69,49,1,1,Married,2,150.6347241,0,6948.736205
182302,25,8,3,1,Married,14,150.6143353,0,7236.716765
109212,61,42,4,1,Single,15,150.5963101,0,7151.815505
173817,41,20,1,1,Single,15,150.5320913,0,7299.604565
156219,66,49,1,1,Married,7,150.5195128,0,7033.97564
187364,46,25,1,1,Married,14,150.4301012,0,7318.50506
109512,41,21,2,1,Single,13,150.4155806,0,6929.77903
152241,62,43,2,1,Married,12,150.3941983,0,7022.709915
104175,25,8,4,1,Single,12,150.236184,0,7184.8092
179962,41,20,2,1,Married,15,150.1916779,0,7125.583895
171301,38,17,1,1,Married,12,150.128075,0,7171.40375
169461,60,43,4,1,Married,13,150.1278153,0,7050.390765
162415,24,5,3,0,Married,11,150.1191536,0,7218.95768
147475,70,50,2,0,Married,12,150.0765561,0,7211.827805
140900,66,47,3,1,Single,14,149.8102519,0,7218.512595
116693,65,47,2,1,Single,13,149.7798516,0,6921.99258
163281,68,51,4,1,Married,11,149.7620467,0,7224.102335
134579,63,44,3,0,Single,12,149.5495403,0,7022.477015
161587,62,43,3,0,Married,2,149.4906992,0,6941.53496
112844,20,1,3,1,Married,14,149.4781184,0,7262.90592
140873,66,48,3,1,Married,15,149.4642395,0,7046.211975
147174,70,50,4,1,Married,11,149.458186,0,7083.9093
153807,61,44,3,1,Single,2,149.4016837,0,7176.084185
123293,26,6,2,0,Single,14,149.3552416,0,7165.76208
173974,29,10,2,1,Single,14,149.3536713,0,7153.683565
167986,61,42,4,1,Married,6,149.3488157,0,7083.440785
142807,67,46,4,0,Married,9,149.3350989,0,7203.754945
128113,65,48,3,0,Married,8,149.3061342,0,7077.30671
102583,64,45,2,1,Single,11,149.2965848,0,7241.82924
112865,67,50,3,1,Married,6,149.2953303,0,6892.766515
119335,53,33,4,1,Single,12,149.2581064,0,6926.90532
111821,64,47,2,1,Married,15,149.1605053,0,7117.025265
146928,22,3,4,1,Single,11,149.0841365,0,7190.206825
178085,69,52,2,0,Married,10,149.0625524,0,6989.12762
166914,65,47,2,1,Married,12,149.0452224,0,6868.26112
141586,66,46,3,1,Married,3,149.0157461,0,7200.787305
119092,44,27,4,0,Single,15,148.9778909,0,7135.894545
145661,23,6,2,1,Married,14,148.9163613,0,6916.818065
110178,65,48,2,1,Married,7,148.8802465,0,6866.012325
110870,64,45,2,0,Married,3,148.8621741,0,7049.108705
112944,61,40,3,1,Married,9,148.8466413,0,7119.332065
150675,61,40,3,0,Married,8,148.7518968,0,7181.59484
104745,68,49,3,0,Single,13,148.6890676,0,7036.45338
136088,63,44,1,1,Married,3,148.6616823,0,7023.084115
148646,24,7,3,1,Married,12,148.6353199,0,6973.765995
110397,70,49,1,1,Married,8,148.5966606,0,6868.83303
100120,60,42,1,0,Single,6,148.5037972,0,6984.18986
160302,67,48,4,0,Married,7,148.4713062,0,7064.56531
123416,27,8,2,1,Married,11,148.4701987,0,7132.509935
172451,51,33,2,1,Married,13,148.3842226,0,7194.21113
123355,20,2,1,1,Married,11,148.3836732,0,7206.18366
108070,17,0,3,1,Married,13,148.3585953,0,6885.929765
124926,57,36,1,0,Married,14,148.2439976,0,6947.19988
158997,67,46,2,1,Married,11,148.2309601,0,7096.548005
103598,60,39,1,1,Married,12,148.1725629,0,7115.628145
137090,64,44,2,0,Single,15,148.1388958,0,7150.94479
129376,60,40,3,1,Single,8,148.1313416,0,7182.56708
159549,65,48,2,0,Single,6,148.1187688,0,6957.93844
194834,66,48,2,1,Married,11,148.0625438,0,6910.12719
181938,68,47,2,0,Married,3,148.0620456,0,7120.10228
170477,19,0,2,1,Married,12,148.0307842,0,7191.53921
145421,50,31,2,1,Single,12,147.9677119,0,6869.385595
121934,62,45,3,1,Married,8,147.9488486,0,7032.44243
110970,60,40,3,1,Single,9,147.9479363,0,6941.396815
191566,69,52,2,0,Married,2,147.9464928,0,7057.32464
153190,63,46,4,1,Single,15,147.9328623,0,7159.643115
147197,24,7,4,1,Married,12,147.8908582,0,7090.54291
114500,65,46,2,0,Single,4,147.8135462,0,6856.67731
168785,26,9,1,1,Single,11,147.7489935,0,6917.449675
165410,65,48,1,1,Married,14,147.7444072,0,6821.22036
103549,16,0,3,1,Married,12,147.6278424,0,6974.39212
153614,68,48,3,1,Married,4,147.4983244,0,7131.91622
162314,70,49,3,0,Married,11,147.4118266,0,6937.59133
182446,52,32,1,0,Married,11,147.3761696,0,7035.80848
128507,34,16,1,0,Married,11,147.2741212,0,6826.70606
112726,27,7,4,1,Single,14,147.2167572,0,6958.83786
152041,20,3,3,1,Single,12,147.2161158,0,6807.80579
180972,65,46,1,1,Single,5,147.1745904,0,7086.72952
126138,27,6,2,0,Married,15,147.0449807,0,7138.249035
126613,61,41,2,0,Married,11,147.0430071,0,6955.150355
200406,57,39,3,0,Married,14,146.9718123,0,7012.590615
154899,66,46,2,1,Single,6,146.9028197,0,6910.140985
136058,63,44,4,0,Single,2,146.8841318,0,7115.20659
182567,47,30,1,0,Married,15,146.8817882,0,6925.08941
180608,53,36,3,1,Married,14,146.8312685,0,6787.563425
147161,66,49,4,0,Single,10,146.8139734,0,7095.69867
163095,60,43,4,1,Married,6,146.7581689,0,6906.908445
121123,66,48,3,0,Married,6,146.6469132,0,7027.34566
195187,65,45,3,1,Single,10,146.6299982,0,7063.49991
178290,66,49,1,0,Single,8,146.5715444,0,6743.57722
154547,67,46,2,1,Single,4,146.3974235,0,6982.871175
129524,68,47,2,1,Single,3,146.3867019,0,6823.335095
126854,25,7,4,1,Married,12,146.3538524,0,6739.69262
182908,18,0,2,1,Married,13,146.1876575,0,7076.382875
